title,author,isbn_13,format_code,location_code,notes
The Adventure of the Christmas Pudding,Agatha Christie,9789997508928,ADIG,,Audiobook (digital)
The Adventures of Sherlock Holmes [12 stories],Arthur Conan Doyle,9781077870963,PB,F1-B02-S05,
The Adventures of Sherlock Holmes [12 stories],Arthur Conan Doyle,9781077870963,LP,F1-B14-S02,Large print edition
The Adventures of Sherlock Holmes [12 stories],Arthur Conan Doyle,9781077870963,ADIG,,Audiobook (digital)
The Adventures of Sherlock Holmes [12 stories],Arthur Conan Doyle,9781077870963,PB,F1-B02-S05,
The Adventures of Sherlock Holmes [12 stories],Arthur Conan Doyle,9781077870963,ACD,F0-B14-S10,Audiobook (CD)
The Alhambra,Washington Irving,9781530411870,PB,F1-B22-S09,
The Alhambra,Washington Irving,9781530411870,PB,F1-B22-S09,
The Alhambra,Washington Irving,9781530411870,PB,F1-B22-S09,
The Alhambra,Washington Irving,9781530411870,ACD,F1-B02-S07,Audiobook (CD)
The Amateur Cracksman,E. W. Hornung,9798831180756,PB,F2-B06-S08,
The Amateur Cracksman,E. W. Hornung,9798831180756,ACD,F0-B06-S03,Audiobook (CD)
The Amateur Cracksman,E. W. Hornung,9798831180756,PB,F2-B06-S08,
The Amateur Cracksman,E. W. Hornung,9798831180756,PB,F2-B06-S08,
The Angel Experiment,James Patterson,9780786282920,PB,F2-B19-S07,
The Angel Experiment,James Patterson,9780786282920,ADIG,,Audiobook (digital)
The Angel Experiment,James Patterson,9780786282920,LP,F1-B15-S06,Large print edition
The Angel Experiment,James Patterson,9780786282920,ADIG,,Audiobook (digital)
The Angel Experiment,James Patterson,9780786282920,ACD,F0-B15-S09,Audiobook (CD)
The Angel of Terror,Edgar Wallace,9798740631233,PB,F1-B12-S04,
The Angel of Terror,Edgar Wallace,9798740631233,LP,F1-B22-S02,Large print edition
The Appeal,John Grisham,9788499088082,PB,F1-B25-S04,
The Appeal,John Grisham,9788499088082,PB,F1-B25-S04,
The Appeal,John Grisham,9788499088082,PB,F1-B25-S04,
The Appeal,John Grisham,9788499088082,LP,F1-B08-S08,Large print edition
The Bachman Books (Long Walk / Rage / Roadwork / Running Man),Stephen King,9780808565086,PB,F2-B28-S02,
The Bachman Books (Long Walk / Rage / Roadwork / Running Man),Stephen King,9780808565086,ADIG,,Audiobook (digital); Donated copy
The Bad Place,Dean Koontz,9780425245194,PB,F2-B11-S04,Replacement case
The Bad Place,Dean Koontz,9780425245194,PB,F2-B11-S04,Replacement case
The Bad Place,Dean Koontz,9780425245194,ADIG,,Replacement case; Audiobook (digital)
The Bad Place,Dean Koontz,9780425245194,PB,F2-B11-S04,Replacement case
The Bad Place,Dean Koontz,9780425245194,ACD,F1-B17-S02,Replacement case; Audiobook (CD)
The beach house,James Patterson,9780759573932,PB,F2-B16-S09,
The beach house,James Patterson,9780759573932,PB,F2-B16-S09,
The beach house,James Patterson,9780759573932,LP,F1-B15-S10,Large print edition
The beach house,James Patterson,9780759573932,PB,F2-B16-S09,
The beach house,James Patterson,9780759573932,PB,F2-B16-S09,
The BFG,Roald Dahl,9788573261295,PB,F1-B03-S08,Slightly damaged cover
The BFG,Roald Dahl,9788573261295,PB,F1-B03-S08,Slightly damaged cover
The BFG,Roald Dahl,9788573261295,ADIG,,Slightly damaged cover; Audiobook (digital)
The BFG,Roald Dahl,9788573261295,PB,F1-B03-S08,Slightly damaged cover
The Big Bad Wolf,James Patterson,9782744199318,PB,F2-B28-S09,
The Big Bad Wolf,James Patterson,9782744199318,LP,F1-B03-S07,Large print edition
The Big Bow Mystery,Israel Zangwill,9798622033018,PB,F2-B06-S02,
The Big Bow Mystery,Israel Zangwill,9798622033018,PB,F2-B06-S02,
The Big Bow Mystery,Israel Zangwill,9798622033018,ACD,F0-B02-S03,Audiobook (CD)
The Big Bow Mystery,Israel Zangwill,9798622033018,PB,F2-B06-S02,
The Big Four,Agatha Christie,9780553350418,PB,F1-B08-S03,
The Big Four,Agatha Christie,9780553350418,PB,F1-B08-S03,
The Big Four,Agatha Christie,9780553350418,PB,F1-B08-S03,
The Big Four,Agatha Christie,9780553350418,PB,F1-B08-S03,
The Big Four,Agatha Christie,9780553350418,PB,F1-B08-S03,
The Big Sleep,Raymond Chandler,9787501426195,PB,F2-B26-S03,
The Big Sleep,Raymond Chandler,9787501426195,EBK,,eBook edition
The Black Dahlia,James Ellroy,9780099498537,PB,F2-B19-S04,
The Black Dahlia,James Ellroy,9780099498537,EBK,,eBook edition; Staff pick
The blue castle,Lucy Maud Montgomery,9781402289361,PB,F2-B21-S06,Popular title - keep on display
The blue castle,Lucy Maud Montgomery,9781402289361,PB,F2-B21-S06,Popular title - keep on display
The blue castle,Lucy Maud Montgomery,9781402289361,PB,F2-B21-S06,Popular title - keep on display
The blue castle,Lucy Maud Montgomery,9781402289361,PB,F2-B21-S06,Popular title - keep on display
The Body in the Library,Agatha Christie,9780008589110,PB,F2-B22-S07,
The Body in the Library,Agatha Christie,9780008589110,ACD,F0-B15-S02,Audiobook (CD)
The Bone Collector (A Lincoln Rhyme Novel),Jeffery Deaver,9781844568888,PB,F1-B23-S08,
The Bone Collector (A Lincoln Rhyme Novel),Jeffery Deaver,9781844568888,ADIG,,Audiobook (digital)
The Bone Collector (A Lincoln Rhyme Novel),Jeffery Deaver,9781844568888,LP,F1-B03-S02,Large print edition
The Bone Collector (A Lincoln Rhyme Novel),Jeffery Deaver,9781844568888,PB,F1-B23-S08,
The Book of Dragons,Edith Nesbit,9781084185296,PB,F2-B08-S04,
The Book of Dragons,Edith Nesbit,9781084185296,ADIG,,Audiobook (digital)
The Book of Dragons,Edith Nesbit,9781084185296,PB,F2-B08-S04,
The Book of Dragons,Edith Nesbit,9781084185296,ADIG,,Audiobook (digital)
The Camel Club,David Baldacci,9788466626774,PB,F2-B01-S10,
The Camel Club,David Baldacci,9788466626774,PB,F2-B01-S10,
The Camel Club,David Baldacci,9788466626774,PB,F2-B01-S10,
The Camel Club,David Baldacci,9788466626774,PB,F2-B01-S10,
The Canterville Ghost,Oscar Wilde,9798586945372,PB,F2-B27-S09,
The Canterville Ghost,Oscar Wilde,9798586945372,ADIG,,Audiobook (digital); Popular title - keep on display
The Cask of Amontillado,Edgar Allan Poe,9781520601120,PB,F1-B09-S08,
The Cask of Amontillado,Edgar Allan Poe,9781520601120,LP,F1-B27-S02,Large print edition
The Circular Staircase,Mary Roberts Rinehart,9781521123928,PB,F1-B22-S07,
The Circular Staircase,Mary Roberts Rinehart,9781521123928,PB,F1-B22-S07,
The Circular Staircase,Mary Roberts Rinehart,9781521123928,PB,F1-B22-S07,
The Circular Staircase,Mary Roberts Rinehart,9781521123928,PB,F1-B22-S07,
The Circular Staircase,Mary Roberts Rinehart,9781521123928,ACD,F0-B14-S02,Audiobook (CD)
The City & The City,China Miéville,9780330493109,PB,F1-B09-S03,
The City & The City,China Miéville,9780330493109,PB,F1-B09-S03,
The City & The City,China Miéville,9780330493109,PB,F1-B09-S03,
The City & The City,China Miéville,9780330493109,ACD,F0-B24-S02,Audiobook (CD)
The City & The City,China Miéville,9780330493109,PB,F1-B09-S03,
The Client,John Grisham,9780385424714,PB,F1-B07-S03,
The Client,John Grisham,9780385424714,LP,F1-B09-S08,Large print edition
The Client,John Grisham,9780385424714,PB,F1-B07-S03,
The Client,John Grisham,9780385424714,PB,F1-B07-S03,
The Clocks,Agatha Christie,9780745168142,PB,F1-B19-S04,
The Clocks,Agatha Christie,9780745168142,PB,F1-B19-S04,
The Clocks,Agatha Christie,9780745168142,LP,F1-B03-S09,Large print edition
The Clocks,Agatha Christie,9780745168142,PB,F1-B19-S04,
The Clocks,Agatha Christie,9780745168142,ADIG,,Audiobook (digital)
The Club of Queer Trades,Gilbert Keith Chesterton,9783734013508,PB,F2-B22-S02,
The Club of Queer Trades,Gilbert Keith Chesterton,9783734013508,PB,F2-B22-S02,
The Club of Queer Trades,Gilbert Keith Chesterton,9783734013508,PB,F2-B22-S02,
The Club of Queer Trades,Gilbert Keith Chesterton,9783734013508,LP,F1-B08-S07,Large print edition
The Club of Queer Trades,Gilbert Keith Chesterton,9783734013508,LP,F1-B08-S07,Large print edition
The Clue of the Twisted Candle,Edgar Wallace,9781481984041,PB,F1-B13-S06,
The Clue of the Twisted Candle,Edgar Wallace,9781481984041,ACD,F1-B15-S07,Audiobook (CD)
The Clue of the Twisted Candle,Edgar Wallace,9781481984041,ADIG,,Audiobook (digital)
The Clue of the Twisted Candle,Edgar Wallace,9781481984041,ACD,F1-B15-S07,Audiobook (CD)
The Clue of the Twisted Candle,Edgar Wallace,9781481984041,LP,F1-B20-S08,Large print edition
The Collector,John Fowles,9780316230209,PB,F1-B24-S06,
The Collector,John Fowles,9780316230209,ACD,F0-B02-S10,Audiobook (CD)
The Colorado Kid,Stephen King,9781786361882,PB,F1-B14-S03,
The Colorado Kid,Stephen King,9781786361882,LP,F1-B13-S07,Large print edition
The Colorado Kid,Stephen King,9781786361882,ADIG,,Audiobook (digital)
The Colorado Kid,Stephen King,9781786361882,PB,F1-B14-S03,
The Complete Life and Adventures of Santa Claus,L. Frank Baum,9781976087097,PB,F2-B11-S06,
The Complete Life and Adventures of Santa Claus,L. Frank Baum,9781976087097,LP,F1-B09-S07,Large print edition
"The Complete Sherlock Holmes [4 novels, 56 stories]",Arthur Conan Doyle,9781471127182,PB,F1-B22-S06,
"The Complete Sherlock Holmes [4 novels, 56 stories]",Arthur Conan Doyle,9781471127182,PB,F1-B22-S06,
"The Complete Sherlock Holmes [4 novels, 56 stories]",Arthur Conan Doyle,9781471127182,PB,F1-B22-S06,
"The Complete Sherlock Holmes [4 novels, 56 stories]",Arthur Conan Doyle,9781471127182,ADIG,,Audiobook (digital)
The Crime at Black Dudley (Albert Campion #1),Margery Allingham,9781933397429,PB,F1-B15-S02,
The Crime at Black Dudley (Albert Campion #1),Margery Allingham,9781933397429,PB,F1-B15-S02,
The Crime at Black Dudley (Albert Campion #1),Margery Allingham,9781933397429,LP,F1-B25-S08,Large print edition
The Crime at Black Dudley (Albert Campion #1),Margery Allingham,9781933397429,PB,F1-B15-S02,
The Crimes of England,Gilbert Keith Chesterton,9781505221848,PB,F2-B27-S03,
The Crimes of England,Gilbert Keith Chesterton,9781505221848,LP,F1-B27-S07,Large print edition
The Crimes of England,Gilbert Keith Chesterton,9781505221848,PB,F2-B27-S03,
The Crimes of England,Gilbert Keith Chesterton,9781505221848,LP,F1-B27-S07,Large print edition
The Crush,Sandra Brown,9780743555210,PB,F1-B08-S04,Staff pick
The Crush,Sandra Brown,9780743555210,EBK,,eBook edition
The Cuckoo's Calling,J. K. Rowling,9789573330455,PB,F2-B26-S10,
The Cuckoo's Calling,J. K. Rowling,9789573330455,LP,F1-B14-S02,Large print edition
The Cuckoo’s Egg,Clifford Stoll,9783596102778,PB,F1-B07-S05,Donated copy
The Cuckoo’s Egg,Clifford Stoll,9783596102778,PB,F1-B07-S05,Donated copy
The Cuckoo’s Egg,Clifford Stoll,9783596102778,ADIG,,Donated copy; Audiobook (digital)
The Cuckoo’s Egg,Clifford Stoll,9783596102778,PB,F1-B07-S05,Donated copy
The Curious Incident of the Dog in the Night-Time,Mark Haddon,9780099482857,PB,F1-B20-S08,
The Curious Incident of the Dog in the Night-Time,Mark Haddon,9780099482857,ACD,F0-B28-S05,Audiobook (CD)
The Curious Incident of the Dog in the Night-Time,Mark Haddon,9780099482857,PB,F1-B20-S08,
The Curious Incident of the Dog in the Night-Time,Mark Haddon,9780099482857,PB,F1-B20-S08,
The Da Vinci Code,Dan Brown,9789875808850,PB,F2-B09-S04,
The Da Vinci Code,Dan Brown,9789875808850,PB,F2-B09-S04,
The Da Vinci Code,Dan Brown,9789875808850,PB,F2-B09-S04,
The Da Vinci Code,Dan Brown,9789875808850,PB,F2-B09-S04,
The dark tower,Stephen King,9780340827222,PB,F2-B02-S01,
The dark tower,Stephen King,9780340827222,PB,F2-B02-S01,
The dark tower,Stephen King,9780340827222,PB,F2-B02-S01,
The dark tower,Stephen King,9780340827222,LP,F1-B06-S05,Large print edition
The dark tower,Stephen King,9780340827222,PB,F2-B02-S01,
The Daughter of Time,Josephine Tey,9798542470795,PB,F2-B21-S08,
The Daughter of Time,Josephine Tey,9798542470795,ADIG,,Audiobook (digital)
The Enchanted Castle,Edith Nesbit,9781548958534,PB,F1-B20-S02,
The Enchanted Castle,Edith Nesbit,9781548958534,LP,F1-B22-S10,Large print edition
The enemy,Lee Child,9781593353155,PB,F1-B11-S08,
The enemy,Lee Child,9781593353155,PB,F1-B11-S08,
The enemy,Lee Child,9781593353155,PB,F1-B11-S08,
The enemy,Lee Child,9781593353155,PB,F1-B11-S08,
The Exploits of Brigadier Gerard,Arthur Conan Doyle,9781980886808,PB,F1-B13-S03,
The Exploits of Brigadier Gerard,Arthur Conan Doyle,9781980886808,LP,F1-B01-S06,Large print edition
The Exploits of Brigadier Gerard,Arthur Conan Doyle,9781980886808,PB,F1-B13-S03,
The Exploits of Brigadier Gerard,Arthur Conan Doyle,9781980886808,ADIG,,Audiobook (digital)
The Firm,John Grisham,9780099301196,PB,F1-B13-S08,
The Firm,John Grisham,9780099301196,PB,F1-B13-S08,
The Firm,John Grisham,9780099301196,LP,F1-B06-S04,Large print edition
The Firm,John Grisham,9780099301196,PB,F1-B13-S08,
The Firm,John Grisham,9780099301196,PB,F1-B13-S08,
The Fixer,Bernard Malamud,9788476698303,PB,F1-B09-S09,
The Fixer,Bernard Malamud,9788476698303,ADIG,,Audiobook (digital); Donated copy
The Franchise Affair (Inspector Alan Grant #3),Josephine Tey,9798432925534,PB,F1-B10-S05,
The Franchise Affair (Inspector Alan Grant #3),Josephine Tey,9798432925534,PB,F1-B10-S05,
The Franchise Affair (Inspector Alan Grant #3),Josephine Tey,9798432925534,LP,F1-B06-S03,Large print edition
The Franchise Affair (Inspector Alan Grant #3),Josephine Tey,9798432925534,PB,F1-B10-S05,
The Franchise Affair (Inspector Alan Grant #3),Josephine Tey,9798432925534,PB,F1-B10-S05,
The Godfather,Mario Puzo,9780451167712,PB,F2-B18-S01,
The Godfather,Mario Puzo,9780451167712,ACD,F1-B03-S04,Audiobook (CD)
The Good Guy,Dean Koontz,9788501077554,PB,F1-B28-S03,
The Good Guy,Dean Koontz,9788501077554,LP,F1-B10-S06,Large print edition
The Good Guy,Dean Koontz,9788501077554,PB,F1-B28-S03,
The Good Guy,Dean Koontz,9788501077554,PB,F1-B28-S03,
The Great Train Robbery,Michael Crichton,9788811136149,PB,F2-B11-S08,
The Great Train Robbery,Michael Crichton,9788811136149,LP,F1-B20-S02,Large print edition
The Hobbit,J.R.R. Tolkien,9780618150823,PB,F1-B09-S08,
The Hobbit,J.R.R. Tolkien,9780618150823,EBK,,eBook edition
The Hollow,Agatha Christie,9788427201385,PB,F2-B02-S06,
The Hollow,Agatha Christie,9788427201385,ACD,F1-B07-S03,Audiobook (CD)
The Hollow,Agatha Christie,9788427201385,ACD,F1-B07-S03,Audiobook (CD)
The Hollow,Agatha Christie,9788427201385,PB,F2-B02-S06,
The Hollow,Agatha Christie,9788427201385,ACD,F1-B07-S03,Audiobook (CD)
The Horse and His Boy,C. S. Lewis,9780816140930,PB,F1-B14-S07,
The Horse and His Boy,C. S. Lewis,9780816140930,PB,F1-B14-S07,
The Horse and His Boy,C. S. Lewis,9780816140930,ACD,F1-B10-S06,Audiobook (CD)
The Horse and His Boy,C. S. Lewis,9780816140930,PB,F1-B14-S07,
The Hound of the Baskervilles,Arthur Conan Doyle,9781973147077,PB,F2-B09-S09,
The Hound of the Baskervilles,Arthur Conan Doyle,9781973147077,PB,F2-B09-S09,
The Hound of the Baskervilles,Arthur Conan Doyle,9781973147077,PB,F2-B09-S09,
The Hound of the Baskervilles,Arthur Conan Doyle,9781973147077,PB,F2-B09-S09,
The Hound of the Baskervilles,Arthur Conan Doyle,9781973147077,PB,F2-B09-S09,
The House of Thunder,Dean Koontz,9780755347469,PB,F2-B21-S08,
The House of Thunder,Dean Koontz,9780755347469,ACD,F1-B01-S06,Audiobook (CD)
The House of Thunder,Dean Koontz,9780755347469,PB,F2-B21-S08,
The House of Thunder,Dean Koontz,9780755347469,PB,F2-B21-S08,
The House of Thunder,Dean Koontz,9780755347469,PB,F2-B21-S08,
The house without a key,Earl Derr Biggers,9780897335799,PB,F2-B20-S09,Slightly damaged cover
The house without a key,Earl Derr Biggers,9780897335799,ACD,F1-B15-S07,Audiobook (CD); Popular title - keep on display
The Housemaid,Freida McFadden,9781408728512,PB,F2-B26-S09,
The Housemaid,Freida McFadden,9781408728512,ACD,F1-B27-S01,Audiobook (CD)
The Hunt for Red October,Tom Clancy,9782253051572,PB,F2-B13-S04,
The Hunt for Red October,Tom Clancy,9782253051572,PB,F2-B13-S04,
The Hunt for Red October,Tom Clancy,9782253051572,PB,F2-B13-S04,
The Hunt for Red October,Tom Clancy,9782253051572,PB,F2-B13-S04,
The Innocence of Father Brown (Father Brown Mystery),Gilbert Keith Chesterton,9798708280299,PB,F2-B26-S05,
The Innocence of Father Brown (Father Brown Mystery),Gilbert Keith Chesterton,9798708280299,LP,F1-B17-S02,Large print edition
The Innocence of Father Brown (Father Brown Mystery),Gilbert Keith Chesterton,9798708280299,LP,F1-B17-S02,Large print edition
The Innocence of Father Brown (Father Brown Mystery),Gilbert Keith Chesterton,9798708280299,ADIG,,Audiobook (digital)
The Innocence of Father Brown (Father Brown Mystery),Gilbert Keith Chesterton,9798708280299,PB,F2-B26-S05,
The Innocent Man,John Grisham,9780739324196,PB,F1-B16-S05,
The Innocent Man,John Grisham,9780739324196,PB,F1-B16-S05,
The Innocent Man,John Grisham,9780739324196,LP,F1-B14-S06,Large print edition
The Innocent Man,John Grisham,9780739324196,PB,F1-B16-S05,
The Innocents Abroad,Mark Twain,9780870527579,PB,F1-B21-S05,Donated copy
The Innocents Abroad,Mark Twain,9780870527579,LP,F1-B15-S10,Donated copy; Large print edition
The Innocents Abroad,Mark Twain,9780870527579,LP,F1-B15-S10,Donated copy; Large print edition
The Innocents Abroad,Mark Twain,9780870527579,PB,F1-B21-S05,Donated copy
The Insidious Dr. Fu Manchu,Sax Rohmer,9798775177768,PB,F2-B22-S02,
The Insidious Dr. Fu Manchu,Sax Rohmer,9798775177768,PB,F2-B22-S02,
The Insidious Dr. Fu Manchu,Sax Rohmer,9798775177768,LP,F1-B22-S10,Large print edition
The Insidious Dr. Fu Manchu,Sax Rohmer,9798775177768,ACD,F0-B26-S06,Audiobook (CD)
The Insidious Dr. Fu Manchu,Sax Rohmer,9798775177768,PB,F2-B22-S02,
The Jungle Book,Rudyard Kipling,9798412954561,PB,F2-B03-S04,
The Jungle Book,Rudyard Kipling,9798412954561,PB,F2-B03-S04,
The Jungle Book,Rudyard Kipling,9798412954561,LP,F1-B12-S05,Large print edition
The Jungle Book,Rudyard Kipling,9798412954561,PB,F2-B03-S04,
The Labours of Hercules,Agatha Christie,9780060849542,PB,F1-B12-S06,
The Labours of Hercules,Agatha Christie,9780060849542,PB,F1-B12-S06,
The Labours of Hercules,Agatha Christie,9780060849542,PB,F1-B12-S06,
The Labours of Hercules,Agatha Christie,9780060849542,PB,F1-B12-S06,
The Labours of Hercules,Agatha Christie,9780060849542,PB,F1-B12-S06,
The Last Battle,C. S. Lewis,9780020443803,PB,F1-B20-S07,
The Last Battle,C. S. Lewis,9780020443803,PB,F1-B20-S07,
The Last Battle,C. S. Lewis,9780020443803,LP,F1-B15-S05,Large print edition
The Last Battle,C. S. Lewis,9780020443803,LP,F1-B15-S05,Large print edition
The Law and the Lady,Wilkie Collins,9798495711945,PB,F2-B03-S09,
The Law and the Lady,Wilkie Collins,9798495711945,PB,F2-B03-S09,
The Law and the Lady,Wilkie Collins,9798495711945,PB,F2-B03-S09,
The Law and the Lady,Wilkie Collins,9798495711945,LP,F1-B04-S01,Large print edition
The Legend of Sleepy Hollow,Washington Irving,9781521970638,PB,F2-B04-S07,
The Legend of Sleepy Hollow,Washington Irving,9781521970638,PB,F2-B04-S07,
The Legend of Sleepy Hollow,Washington Irving,9781521970638,PB,F2-B04-S07,
The Legend of Sleepy Hollow,Washington Irving,9781521970638,PB,F2-B04-S07,
The Legend of Sleepy Hollow,Washington Irving,9781521970638,PB,F2-B04-S07,
The lemonade crime,"Davies, Jacqueline",9781456132859,PB,F1-B22-S09,
The lemonade crime,"Davies, Jacqueline",9781456132859,LP,F1-B22-S02,Large print edition
The Lightning Thief,Rick Riordan,9780141319131,PB,F1-B11-S01,
The Lightning Thief,Rick Riordan,9780141319131,EBK,,eBook edition
"The Lion, the Witch and the Wardrobe",C. S. Lewis,9780001831803,PB,F1-B24-S09,
"The Lion, the Witch and the Wardrobe",C. S. Lewis,9780001831803,LP,F1-B24-S10,Large print edition
The Lodger,Marie Belloc Lowndes,9780897338530,PB,F1-B14-S06,
The Lodger,Marie Belloc Lowndes,9780897338530,LP,F1-B01-S02,Large print edition
The Long Goodbye,Raymond Chandler,9780330256841,PB,F1-B28-S07,
The Long Goodbye,Raymond Chandler,9780330256841,LP,F1-B25-S10,Large print edition
The Long Goodbye,Raymond Chandler,9780330256841,ADIG,,Audiobook (digital)
The Long Goodbye,Raymond Chandler,9780330256841,LP,F1-B25-S10,Large print edition
The lovely bones,Alice Sebold,9780759547346,PB,F2-B14-S08,
The lovely bones,Alice Sebold,9780759547346,ACD,F0-B21-S07,Audiobook (CD)
The lovely bones,Alice Sebold,9780759547346,PB,F2-B14-S08,
The lovely bones,Alice Sebold,9780759547346,ACD,F0-B21-S07,Audiobook (CD)
The Magician's Nephew,C. S. Lewis,9781946290052,PB,F2-B26-S02,
The Magician's Nephew,C. S. Lewis,9781946290052,EBK,,eBook edition
The Maid,Nita Prose,9780008435769,PB,F2-B21-S04,
The Maid,Nita Prose,9780008435769,ADIG,,Audiobook (digital)
The Maid,Nita Prose,9780008435769,PB,F2-B21-S04,
The Maid,Nita Prose,9780008435769,PB,F2-B21-S04,
The Maid,Nita Prose,9780008435769,PB,F2-B21-S04,
The Maltese Falcon,Dashiell Hammett,9781408231920,PB,F2-B28-S03,
The Maltese Falcon,Dashiell Hammett,9781408231920,PB,F2-B28-S03,
The Maltese Falcon,Dashiell Hammett,9781408231920,PB,F2-B28-S03,
The Maltese Falcon,Dashiell Hammett,9781408231920,ADIG,,Audiobook (digital)
The Man in the Brown Suit,Agatha Christie,9781799927945,PB,F2-B12-S09,
The Man in the Brown Suit,Agatha Christie,9781799927945,PB,F2-B12-S09,
The Man in the Brown Suit,Agatha Christie,9781799927945,ADIG,,Audiobook (digital)
The Man in the Brown Suit,Agatha Christie,9781799927945,PB,F2-B12-S09,
The Man in the Brown Suit,Agatha Christie,9781799927945,PB,F2-B12-S09,
The Man in the Queue (Inspector Alan Grant #1),Josephine Tey,9798425729231,PB,F2-B13-S09,
The Man in the Queue (Inspector Alan Grant #1),Josephine Tey,9798425729231,ADIG,,Audiobook (digital)
The Man in the Queue (Inspector Alan Grant #1),Josephine Tey,9798425729231,PB,F2-B13-S09,
The Man in the Queue (Inspector Alan Grant #1),Josephine Tey,9798425729231,PB,F2-B13-S09,
The Man in the Queue (Inspector Alan Grant #1),Josephine Tey,9798425729231,ADIG,,Audiobook (digital)
The Man Who Was Thursday,Gilbert Keith Chesterton,9781722404895,PB,F2-B18-S08,
The Man Who Was Thursday,Gilbert Keith Chesterton,9781722404895,EBK,,eBook edition
The Man with the Golden Gun,Ian Fleming,9798708015525,PB,F2-B28-S02,
The Man with the Golden Gun,Ian Fleming,9798708015525,ACD,F1-B09-S04,Audiobook (CD)
The Man with the Golden Gun,Ian Fleming,9798708015525,PB,F2-B28-S02,
The Man with the Golden Gun,Ian Fleming,9798708015525,PB,F2-B28-S02,
The Man with the Golden Gun,Ian Fleming,9798708015525,PB,F2-B28-S02,
The Marble Faun,Nathaniel Hawthorne,9780140390773,PB,F2-B03-S04,
The Marble Faun,Nathaniel Hawthorne,9780140390773,ADIG,,Audiobook (digital)
The Marvelous Land of Oz,L. Frank Baum,9781694960580,PB,F1-B18-S05,Popular title - keep on display
The Marvelous Land of Oz,L. Frank Baum,9781694960580,PB,F1-B18-S05,Popular title - keep on display
The Marvelous Land of Oz,L. Frank Baum,9781694960580,PB,F1-B18-S05,Popular title - keep on display
The Marvelous Land of Oz,L. Frank Baum,9781694960580,PB,F1-B18-S05,Popular title - keep on display
The Middle Temple Murder,Joseph Smith Fletcher,9798403086011,PB,F1-B21-S01,
The Middle Temple Murder,Joseph Smith Fletcher,9798403086011,EBK,,eBook edition
The Midnight Club,James Patterson,9780007825653,PB,F1-B19-S10,
The Midnight Club,James Patterson,9780007825653,ADIG,,Audiobook (digital)
The minds of Billy Milligan,Daniel Keyes,9784152035264,PB,F1-B06-S09,
The minds of Billy Milligan,Daniel Keyes,9784152035264,ADIG,,Audiobook (digital)
The Mirror Crack'd from Side to Side,Agatha Christie,9780140038040,PB,F2-B09-S06,Replacement case
The Mirror Crack'd from Side to Side,Agatha Christie,9780140038040,PB,F2-B09-S06,Replacement case
The Mirror Crack'd from Side to Side,Agatha Christie,9780140038040,PB,F2-B09-S06,Replacement case
The Mirror Crack'd from Side to Side,Agatha Christie,9780140038040,PB,F2-B09-S06,Replacement case
The Mirror Crack'd from Side to Side,Agatha Christie,9780140038040,PB,F2-B09-S06,Replacement case
The Moonstone,Wilkie Collins,9780557745876,PB,F1-B08-S01,
The Moonstone,Wilkie Collins,9780557745876,PB,F1-B08-S01,
The Moonstone,Wilkie Collins,9780557745876,ADIG,,Audiobook (digital)
The Moonstone,Wilkie Collins,9780557745876,PB,F1-B08-S01,
The most dangerous game,Richard Connell,9781479454129,PB,F2-B14-S03,
